sql_text,timestamp,query_length,num_joins,num_where,has_order_by,has_group_by,has_having,has_limit,num_subqueries,num_predicates,num_aggregates,has_like,has_in,access_type,key_used,rows_examined,using_filesort,using_temporary,using_index,explain_text,execution_time,buffer_pool_hit_ratio,connections_count,hour_of_day,day_of_week,is_peak_hour,is_slow,query_type,expected_speed
SELECT * FROM orders WHERE client_id = 13187 LIMIT 10,2026-02-07T14:21:14.338707,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0027,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:21:14.359905,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.0855,1.0,2,14,5,1,0,aggregate_complex,slow
SELECT * FROM products WHERE id = 7140,2026-02-07T14:21:14.464756,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.331,1.0,2,14,5,1,0,simple_pk,fast
SELECT * FROM clients LIMIT 71,2026-02-07T14:21:14.814138,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0032,1.0,2,14,5,1,0,simple_limit,fast
SELECT * FROM products WHERE id = 1323,2026-02-07T14:21:14.834387,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.3332,1.0,2,14,5,1,0,simple_pk,fast
SELECT * FROM products WHERE id = 3425,2026-02-07T14:21:15.185090,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.3385,1.0,2,14,5,1,0,simple_pk,fast
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:21:15.541179,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1164,1.0,2,14,5,1,0,join_3_tables,slow
SELECT * FROM orders WHERE client_id = 23111 LIMIT 10,2026-02-07T14:21:16.178648,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0026,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:21:16.202464,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1143,1.0,2,14,5,1,0,join_3_tables,slow
SELECT * FROM products WHERE id = 7884,2026-02-07T14:21:16.337168,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.3367,1.0,2,14,5,1,0,simple_pk,fast
SELECT * FROM orders WHERE client_id = 4599 LIMIT 10,2026-02-07T14:21:16.694595,52,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0027,1.0,2,14,5,1,0,simple_indexed,fast
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:21:16.717755,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0394,1.0,2,14,5,1,0,function_on_index,slow
SELECT * FROM products WHERE id = 7515,2026-02-07T14:21:16.776977,38,0,1,0,0,0,0,0,1,0,0,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where""}]",0.3011,1.0,2,14,5,1,0,simple_pk,fast
SELECT * FROM clients LIMIT 92,2026-02-07T14:21:17.096898,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0039,1.0,2,14,5,1,0,simple_limit,fast
"SELECT c.firstname, c.lastname, o.orderdate, o.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE c.id = 49917",2026-02-07T14:21:17.119676,220,1,1,0,0,0,0,0,3,0,0,0,,,0,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": null, ""partitions"": null, ""type"": null, ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": null, ""Extra"": ""no matching row in const table""}]",0.0028,1.0,2,14,5,1,0,join_2_tables,medium
"SELECT c.firstname, c.lastname, o.orderdate, o.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE c.id = 20297",2026-02-07T14:21:17.141403,220,1,1,0,0,0,0,0,3,0,0,0,const,PRIMARY,2,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""const"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0027,1.0,2,14,5,1,0,join_2_tables,medium
SELECT * FROM orders WHERE client_id = 13562 LIMIT 10,2026-02-07T14:21:17.164945,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0028,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 27406
                    )",2026-02-07T14:21:17.689416,216,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.003,1.0,2,14,5,1,0,subquery_in,slow
"SELECT c.firstname, o.orderdate, p.name, p.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    JOIN cart ca ON o.cart_id = ca.id
                    JOIN products p ON ca.product_id = p.id
                    WHERE o.orderdate > '2024-01-01'
                    LIMIT 100",2026-02-07T14:21:17.712981,374,3,1,0,0,0,1,0,4,0,0,0,ALL,,304619,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""ca"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,fk_cart_product"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.cart_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""p"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}]",0.1086,1.0,2,14,5,1,0,join_3_tables,slow
"SELECT c.firstname, c.lastname,
                        (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) as order_count
                    FROM clients c
                    WHERE (SELECT COUNT(*) FROM orders o WHERE o.client_id = c.id) > 5
                    LIMIT 100",2026-02-07T14:21:17.840242,317,0,3,0,0,0,1,2,6,2,0,0,ALL,,31053,0,0,0,"[{""id"": 1, ""select_type"": ""PRIMARY"", ""table"": ""c"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": ""Using where""}, {""id"": 3, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}, {""id"": 2, ""select_type"": ""DEPENDENT SUBQUERY"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""pos.c.id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": ""Using index""}]",0.0106,1.0,2,14,5,1,0,subquery_correlated,slow
SELECT * FROM orders WHERE client_id = 34307 LIMIT 10,2026-02-07T14:21:17.870160,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0032,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:21:17.892959,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.647,1.0,2,14,5,1,1,or_non_indexed,slow
SELECT * FROM clients LIMIT 37,2026-02-07T14:21:18.559730,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0034,1.0,2,14,5,1,0,simple_limit,fast
SELECT * FROM orders WHERE YEAR(orderdate) = 2024,2026-02-07T14:21:18.582893,49,0,1,0,0,0,0,0,3,0,0,0,ALL,,31106,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using where""}]",0.0436,1.0,2,14,5,1,0,function_on_index,slow
"SELECT c.firstname, c.lastname, o.orderdate, o.price
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE c.id = 18679",2026-02-07T14:21:18.646587,220,1,1,0,0,0,0,0,3,0,0,0,const,PRIMARY,3,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""const"", ""possible_keys"": ""PRIMARY,idx_client_id"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 2, ""filtered"": 100.0, ""Extra"": null}]",0.0028,1.0,2,14,5,1,0,join_2_tables,medium
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:21:18.670614,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.5968,1.0,2,14,5,1,1,or_non_indexed,slow
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 27827
                    )",2026-02-07T14:21:19.289752,216,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0025,1.0,2,14,5,1,0,subquery_in,slow
SELECT * FROM orders WHERE client_id = 25614 LIMIT 10,2026-02-07T14:21:19.813317,53,0,1,0,0,0,1,0,2,0,0,0,ref,idx_orders_1770229108046,1,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0025,1.0,2,14,5,1,0,simple_indexed,fast
"SELECT c.wilaya, COUNT(*) as total_orders, SUM(o.price) as total_revenue
                    FROM clients c
                    JOIN orders o ON c.id = o.client_id
                    WHERE o.status = 'Livrée'
                    GROUP BY c.wilaya",2026-02-07T14:21:19.835161,285,1,1,0,1,0,0,0,3,2,0,0,ALL,,31107,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""o"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 10.0, ""Extra"": ""Using where; Using temporary""}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""c"", ""partitions"": null, ""type"": ""eq_ref"", ""possible_keys"": ""PRIMARY,idx_client_wilaya,idx_client_id,idx_clients_wilaya,idx_clients_wilaya_birthday"", ""key"": ""PRIMARY"", ""key_len"": ""4"", ""ref"": ""pos.o.client_id"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0273,1.0,2,14,5,1,0,join_aggregate,slow
"SELECT * FROM products
                    WHERE description LIKE '%phone%' OR more_details LIKE '%phone%'
                    LIMIT 100",2026-02-07T14:21:19.882329,174,0,1,0,0,0,1,0,3,0,1,0,ALL,,273511,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 20.99, ""Extra"": ""Using where""}]",0.6676,1.0,2,14,5,1,1,or_non_indexed,slow
"SELECT * FROM products
                    WHERE id IN (
                        SELECT product_id FROM cart
                        WHERE client_id = 3577
                    )",2026-02-07T14:21:20.569226,215,0,2,0,0,0,0,0,2,0,0,1,ALL,,273512,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""<subquery2>"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": null, ""filtered"": 100.0, ""Extra"": null}, {""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 10.0, ""Extra"": ""Using where; Using join buffer (hash join)""}, {""id"": 2, ""select_type"": ""MATERIALIZED"", ""table"": ""cart"", ""partitions"": null, ""type"": ""ref"", ""possible_keys"": ""fk_cart_client,fk_cart_product"", ""key"": ""fk_cart_client"", ""key_len"": ""4"", ""ref"": ""const"", ""rows"": 1, ""filtered"": 100.0, ""Extra"": null}]",0.0032,1.0,2,14,5,1,0,subquery_in,slow
"SELECT 
                        DATE_FORMAT(orderdate, '%Y-%m') as month,
                        status,
                        COUNT(*) as order_count,
                        AVG(price) as avg_price,
                        MIN(price) as min_price,
                        MAX(price) as max_price
                    FROM orders
                    WHERE orderdate >= '2024-01-01'
                    GROUP BY DATE_FORMAT(orderdate, '%Y-%m'), status
                    ORDER BY month DESC, order_count DESC",2026-02-07T14:21:20.593246,549,0,1,1,1,0,0,0,10,4,0,0,ALL,,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31106, ""filtered"": 33.33, ""Extra"": ""Using where; Using temporary; Using filesort""}]",0.0805,1.0,2,14,5,1,0,aggregate_complex,slow
"SELECT category, COUNT(*) as count, AVG(price) as avg_price FROM products GROUP BY category",2026-02-07T14:21:20.693414,91,0,0,0,1,0,0,0,2,2,0,0,ALL,,273511,0,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""products"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 273511, ""filtered"": 100.0, ""Extra"": ""Using temporary""}]",0.4681,1.0,2,14,5,1,0,aggregate_simple,medium
"SELECT client_id, COUNT(*) as order_count, SUM(price) as total_spent
                    FROM orders
                    GROUP BY client_id
                    HAVING COUNT(*) > 5
                    ORDER BY total_spent DESC
                    LIMIT 100",2026-02-07T14:21:21.179901,293,0,0,1,1,1,1,0,3,3,0,0,index,idx_orders_1770229108046,31106,1,1,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""orders"", ""partitions"": null, ""type"": ""index"", ""possible_keys"": ""idx_orders_1770229108046,idx_orders_1770229108669"", ""key"": ""idx_orders_1770229108046"", ""key_len"": ""7"", ""ref"": null, ""rows"": 31106, ""filtered"": 100.0, ""Extra"": ""Using temporary; Using filesort""}]",0.083,1.0,2,14,5,1,0,aggregate_having,slow
SELECT * FROM clients LIMIT 17,2026-02-07T14:21:21.281453,30,0,0,0,0,0,1,0,0,0,0,0,ALL,,31051,0,0,0,"[{""id"": 1, ""select_type"": ""SIMPLE"", ""table"": ""clients"", ""partitions"": null, ""type"": ""ALL"", ""possible_keys"": null, ""key"": null, ""key_len"": null, ""ref"": null, ""rows"": 31051, ""filtered"": 100.0, ""Extra"": null}]",0.0026,1.0,2,14,5,1,0,simple_limit,fast
